Category,Course Title,Course Code,R1 Points,Course Level,HE Institution,AQA,Year,Points
Education,Education - Primary Teaching,DC002,485,8,Dublin City University,False,2025,485
Education,Education - Primary Teaching - Gaeltacht Applicants,DC003,431,8,Dublin City University,False,2025,431
Education,Education - Primary Teaching - CIC (Church of Ireland Centre formerly CICE),DC004,407,8,Dublin City University,False,2025,407
Arts,Arts: Joint Honours (Humanities),DC009,378,8,Dublin City University,False,2025,378
Education,Post Primary Teacher Education - Religious Education and English,DC010,410,8,Dublin City University,False,2025,410
Education,Post Primary Teacher Education - Religious Education and History,DC011,409,8,Dublin City University,False,2025,409
Education,Post Primary Teacher Education - Religious Education and Music,DC012,410,8,Dublin City University,False,2025,410
Education,"Post Primary Teacher Education - Gaeilge and French, German or Spanish",DC013,440,8,Dublin City University,False,2025,440
Arts,Jazz and Contemporary Music Performance (audition),DC014,515,8,Dublin City University,False,2025,515
Education,"Post Primary Teacher Education -  Technology, Engineering and Graphics",DC015,402,8,Dublin City University,False,2025,402
Education,Post Primary Teaching - Home Economics and Technology,DC016,367,8,Dublin City University,False,2025,367
Business and administration,Business Studies International,DC110,498,8,Dublin City University,False,2025,498
Business and administration,Business Studies,DC111,510,8,Dublin City University,False,2025,510
Business and administration,Global Business (France),DC112,543,8,Dublin City University,False,2025,543
Business and administration,Global Business (Germany),DC113,455,8,Dublin City University,False,2025,455
Business and administration,Global Business (Spain),DC114,555,8,Dublin City University,False,2025,555
Business and administration,Accounting and Finance,DC115,532,8,Dublin City University,False,2025,532
Business and administration,Global Business (USA),DC116,617,8,Dublin City University,False,2025,617
Business and administration,Aviation Management / Aviation Management with Pilot Studies/Aviation Management with Air Traffic Controller Studies,DC117,500,8,Dublin City University,False,2025,500
Business and administration,Gnó agus Gaeilge / Business and Irish,DC118,402,8,Dublin City University,False,2025,402
Business and administration,Global Business (Canada),DC119,545,8,Dublin City University,False,2025,545
Information and Communication Technologies (ICTs),Computing for Business,DC120,400,8,Dublin City University,False,2025,400
Information and Communication Technologies (ICTs),Computer Science,DC121,487,8,Dublin City University,False,2025,487
Information and Communication Technologies (ICTs),Data Science,DC123,500,8,Dublin City University,False,2025,500
Mathematics and statistics,Actuarial Mathematics,DC126,589,8,Dublin City University,False,2025,589
Mathematics and statistics,Common Entry into Actuarial and Financial Mathematics,DC127,555,8,Dublin City University,False,2025,555
Journalism and information,Communication Studies,DC131,360,8,Dublin City University,False,2025,360
Journalism and information,Journalism,DC132,409,8,Dublin City University,False,2025,409
Arts,Multimedia,DC133,388,8,Dublin City University,False,2025,388
Languages,Applied Language and Translation Studies,DC155,378,8,Dublin City University,False,2025,378
Physical sciences,Chemistry with Artificial Intelligence,DC160,413,8,Dublin City University,False,2025,413
Physical sciences,Analytical Science,DC161,410,8,Dublin City University,False,2025,410
Physical sciences,Chemical and Pharmaceutical Sciences,DC162,477,8,Dublin City University,False,2025,477
Physical sciences,Chemical Sciences (General Entry),DC163,402,8,Dublin City University,False,2025,402
Environment,Environmental Science and Technology,DC166,434,8,Dublin City University,False,2025,434
Biological and related sciences,Genetics and Cell Biology,DC168,518,8,Dublin City University,False,2025,518
Physical sciences,Physics (General Entry),DC175,413,8,Dublin City University,False,2025,413
Biological and related sciences,Biological Sciences (General Entry),DC180,466,8,Dublin City University,False,2025,466
Biological and related sciences,Biotechnology,DC181,498,8,Dublin City University,False,2025,498
Engineering and engineering trades,Electronic and Computer Engineering,DC190,531,8,Dublin City University,False,2025,531
Engineering and engineering trades,Mechatronic Engineering,DC193,533,8,Dublin City University,False,2025,533
Environment,Mechanical and Sustainability Engineering,DC194,533,8,Dublin City University,False,2025,533
Engineering and engineering trades,Mechanical and Manufacturing Engineering,DC195,542,8,Dublin City University,False,2025,542
Manufacturing and processing,Biomedical Engineering,DC197,544,8,Dublin City University,False,2025,544
Engineering and engineering trades,Common Entry into Engineering (Undenominated Entry),DC200,543,8,Dublin City University,False,2025,543
Health,Sport Science and Health,DC202,518,8,Dublin City University,False,2025,518
Education,Science and Mathematics Education,DC203,443,8,Dublin City University,False,2025,443
Health,Athletic Therapy and Training,DC204,554,8,Dublin City University,False,2025,554
Education,Physical Education with Biology,DC205,521,8,Dublin City University,False,2025,521
Education,Physical Education with Mathematics,DC206,499,8,Dublin City University,False,2025,499
Social and behavioural sciences,Psychology and Mathematics,DC207,492,8,Dublin City University,False,2025,492
Social and behavioural sciences,Psychology,DC208,533,8,Dublin City University,False,2025,533
Health,Health and Society,DC209,452,8,Dublin City University,False,2025,452
Social and behavioural sciences,Psychology and Disruptive Technologies,DC210,496,8,Dublin City University,False,2025,496
Health,General Nursing,DC215,424,8,Dublin City University,False,2025,424
Health,Mental Health Nursing,DC216,359,8,Dublin City University,False,2025,359
Health,Intellectual Disability Nursing,DC217,308,8,Dublin City University,False,2025,308
Health,Children`s and General Nursing (Integrated),DC218,509,8,Dublin City University,False,2025,509
Social and behavioural sciences,"Economics, Politics and Law",DC230,467,8,Dublin City University,False,2025,467
Social and behavioural sciences,International Relations,DC231,411,8,Dublin City University,False,2025,411
Law,Civil Law (BCL),DC232,496,8,Dublin City University,False,2025,496
Education,Education and Training,DC235,346,8,Dublin City University,False,2025,346
Humanities (except languages),Social Sciences and Cultural Innovation,DC238,334,8,Dublin City University,False,2025,334
Business and administration,"Marketing, Innovation and Technology",DC240,487,8,Dublin City University,False,2025,487
Business and administration,Digital Business and Innovation,DC241,468,8,Dublin City University,False,2025,468
Arts,Arts: Joint Honours (Media Studies),DC291,358,8,Dublin City University,False,2025,358
Arts,Arts: Joint Honours (Law),DC292,398,8,Dublin City University,False,2025,398
Arts,Arts: Joint Honours (International Languages),DC293,360,8,Dublin City University,False,2025,360
Environment,Climate and Environmental Sustainability,DC294,431,8,Dublin City University,False,2025,431
Arts,Arts: Joint Honours (Politics),DC295,387,8,Dublin City University,False,2025,387
Business and administration,Business and Management,DK710,AQA,7,Dundalk Institute of Technology,True,2025,0
Business and administration,Business and Technology,DK711,225,7,Dundalk Institute of Technology,False,2025,225
Business and administration,Digital Marketing and Public Relations,DK712,AQA,7,Dundalk Institute of Technology,True,2025,0
Information and Communication Technologies (ICTs),Computing,DK721,148,7,Dundalk Institute of Technology,False,2025,148
Information and Communication Technologies (ICTs),Computing Systems and Operations,DK723,AQA,7,Dundalk Institute of Technology,True,2025,0
Architecture and construction,Building Surveying,DK730,182,7,Dundalk Institute of Technology,False,2025,182
Architecture and construction,Architectural Technology,DK731,190,7,Dundalk Institute of Technology,False,2025,190
Architecture and construction,Construction Management,DK732,120,7,Dundalk Institute of Technology,False,2025,120
Architecture and construction,Quantity Surveying,DK734,AQA,7,Dundalk Institute of Technology,True,2025,0
Engineering and engineering trades,Engineering - Electrical and Electronic Systems,DK740,142,7,Dundalk Institute of Technology,False,2025,142
Engineering and engineering trades,Engineering - Mechanical Engineering,DK742,AQA,7,Dundalk Institute of Technology,True,2025,0
Architecture and construction,Engineering - Civil Engineering,DK744,142,7,Dundalk Institute of Technology,False,2025,142
Personal services,Hospitality Management,DK750,190,7,Dundalk Institute of Technology,False,2025,190
Personal services,Event Management,DK752,167,7,Dundalk Institute of Technology,False,2025,167
Personal services,Culinary Arts,DK753,216,7,Dundalk Institute of Technology,False,2025,216
Personal services,"Sport, Exercise and Enterprise",DK763,136,7,Dundalk Institute of Technology,False,2025,136
Welfare,"Community Youth Work (portfolio,interview)",DK767,240,7,Dundalk Institute of Technology,False,2025,240
Arts,Audio and Music Production,DK768,201,7,Dundalk Institute of Technology,False,2025,201
Arts,Creative Media,DK769,190,7,Dundalk Institute of Technology,False,2025,190
Arts,Theatre and Film Practice,DK770,215,7,Dundalk Institute of Technology,False,2025,215
Biological and related sciences,Science - Bioscience,DK781,204,7,Dundalk Institute of Technology,False,2025,204
Biological and related sciences,Science - Pharmaceutical Science,DK783,192,7,Dundalk Institute of Technology,False,2025,192
Veterinary,Veterinary Nursing,DK784,424,7,Dundalk Institute of Technology,False,2025,424
Arts,Music and Performance Technologies,DK792,166,7,Dundalk Institute of Technology,False,2025,166
Information and Communication Technologies (ICTs),International Business with Digitalisation,DK801,297,8,Dundalk Institute of Technology,False,2025,297
Business and administration,Business with Management,DK802,252,8,Dundalk Institute of Technology,False,2025,252
Business and administration,Accounting and Finance,DK810,210,8,Dundalk Institute of Technology,False,2025,210
Business and administration,Business Studies,DK816,219,8,Dundalk Institute of Technology,False,2025,219
Business and administration,Digital Marketing and Strategic Communication,DK818,184,8,Dundalk Institute of Technology,False,2025,184
Information and Communication Technologies (ICTs),Games Development,DK820,256,8,Dundalk Institute of Technology,False,2025,256
Information and Communication Technologies (ICTs),Computing in Software Development,DK821,235,8,Dundalk Institute of Technology,False,2025,235
Information and Communication Technologies (ICTs),Computing Systems and Operations,DK824,282,8,Dundalk Institute of Technology,False,2025,282
Architecture and construction,Building Surveying,DK830,234,8,Dundalk Institute of Technology,False,2025,234
Architecture and construction,Architectural Technology,DK831,221,8,Dundalk Institute of Technology,False,2025,221
Architecture and construction,Construction Management,DK832,252,8,Dundalk Institute of Technology,False,2025,252
Architecture and construction,Quantity Surveying,DK834,234,8,Dundalk Institute of Technology,False,2025,234
Engineering and engineering trades,Engineering (Common Entry),DK843,285,8,Dundalk Institute of Technology,False,2025,285
Engineering and engineering trades,Mechanical Engineering,DK844,287,8,Dundalk Institute of Technology,False,2025,287
Engineering and engineering trades,Electrical and Electronic Engineering,DK845,309,8,Dundalk Institute of Technology,False,2025,309
Architecture and construction,Civil Engineering,DK846,317,8,Dundalk Institute of Technology,False,2025,317
Personal services,International Tourism Management,DK850,279,8,Dundalk Institute of Technology,False,2025,279
Personal services,Hospitality Management with Business,DK851,243,8,Dundalk Institute of Technology,False,2025,243
Personal services,Event Management with Marketing,DK852,245,8,Dundalk Institute of Technology,False,2025,245
Business and administration,Marketing and International Tourism Management,DK853,262,8,Dundalk Institute of Technology,False,2025,262
Social and behavioural sciences,Arts,DK861,234,8,Dundalk Institute of Technology,False,2025,234
Welfare,Social Care,DK862,262,8,Dundalk Institute of Technology,False,2025,262
Arts,Creative Media,DK863,233,8,Dundalk Institute of Technology,False,2025,233
Arts,Film and Television Production,DK864,235,8,Dundalk Institute of Technology,False,2025,235
Arts,Audio and Music Production,DK865,236,8,Dundalk Institute of Technology,False,2025,236
Welfare,"Applied Youth Work (portfolio,interview)",DK866,240,8,Dundalk Institute of Technology,False,2025,240
Personal services,Sport and Exercise with Business,DK867,228,8,Dundalk Institute of Technology,False,2025,228
Health,General Nursing,DK870,381,8,Dundalk Institute of Technology,False,2025,381
Health,Intellectual Disability Nursing,DK872,262,8,Dundalk Institute of Technology,False,2025,262
Health,Mental Health Nursing,DK874,310,8,Dundalk Institute of Technology,False,2025,310
Welfare,Early Childhood Studies,DK876,243,8,Dundalk Institute of Technology,False,2025,243
Health,Midwifery,DK877,425,8,Dundalk Institute of Technology,False,2025,425
Health,Health and Physical Activity,DK880,235,8,Dundalk Institute of Technology,False,2025,235
