Course Code,Course Title,HE Institution,Course Level,Category,2021,2022,2023,2024,2025,2026
DN420,Physiotherapy,University College Dublin (NUI),8,Health,601.0,601.0,590.0,588.0,579.0,578.0
DN425,"Sport, Health and Exercise Science",University College Dublin (NUI),8,Health,544.0,544.0,534.0,542.0,533.0,532.0
DN430,Sport and Exercise Management,University College Dublin (NUI),8,Business and administration,484.0,476.0,484.0,485.0,484.0,477.0
DN440,"Biomedical, Health and Life Sciences",University College Dublin (NUI),8,Biological and related sciences,613.0,613.0,601.0,600.0,589.0,579.0
DN450,General Nursing,University College Dublin (NUI),8,Health,462.0,451.0,403.0,410.0,444.0,434.0
DN451,Children`s and General Nursing (Integrated),University College Dublin (NUI),8,Health,533.0,531.0,499.0,498.0,510.0,510.0
DN452,Midwifery,University College Dublin (NUI),8,Health,510.0,520.0,510.0,519.0,511.0,495.0
DN453,Mental Health Nursing,University College Dublin (NUI),8,Health,442.0,443.0,407.0,367.0,400.0,410.0
DN520,Joint Honours,University College Dublin (NUI),8,Arts,381.0,400.0,378.0,419.0,420.0,422.0
DN530,Humanities,University College Dublin (NUI),8,Humanities (except languages),397.0,442.0,444.0,467.0,463.0,465.0
DN541,Modern Languages,University College Dublin (NUI),8,Languages,320.0,380.0,307.0,398.0,410.0,400.0
DN600,Law,University College Dublin (NUI),8,Law,576.0,569.0,565.0,556.0,567.0,559.0
DN610,Business and Law,University College Dublin (NUI),8,Business and administration,573.0,566.0,555.0,576.0,566.0,555.0
DN620,Criminology with Psychology,University College Dublin (NUI),8,Law,,,531.0,519.0,509.0,510.0
DN650,Commerce,University College Dublin (NUI),8,Business and administration,555.0,554.0,545.0,545.0,555.0,554.0
DN660,Commerce International,University College Dublin (NUI),8,Business and administration,555.0,544.0,544.0,542.0,544.0,543.0
DN670,Economics and Finance,University College Dublin (NUI),8,Business and administration,625.0,625.0,618.0,625.0,625.0,625.0
DN700,Social Sciences,University College Dublin (NUI),8,Social and behavioural sciences,475.0,451.0,444.0,468.0,491.0,498.0
DN710,Economics,University College Dublin (NUI),8,Social and behavioural sciences,534.0,543.0,524.0,532.0,542.0,544.0
DN720,Psychology,University College Dublin (NUI),8,Social and behavioural sciences,566.0,564.0,554.0,565.0,545.0,548.0
DN750,Social Policy and Sociology,University College Dublin (NUI),8,Social and behavioural sciences,421.0,420.0,368.0,410.0,432.0,440.0
DN760,Education,University College Dublin (NUI),8,Education,,,431.0,478.0,455.0,422.0
DS701,Business,Dorset College,7,Business and administration,136.0,164.0,,,172.0,180.0
DS702,Computing,Dorset College,7,Information and Communication Technologies (ICTs),136.0,180.0,,,265.0,279.0
GB001,Business,Galway Business School,7,Business and administration,,,,,122.0,142.0
GB002,Enterprise Management,Galway Business School,8,Business and administration,,,,,134.0,193.0
GC200,Business,Griffith College,8,Business and administration,269.0,264.0,308.0,249.0,253.0,245.0
GC201,Accounting and Finance,Griffith College,8,Business and administration,260.0,298.0,401.0,,0.0,321.0
GC230,Computing Science,Griffith College,8,Information and Communication Technologies (ICTs),300.0,288.0,261.0,242.0,0.0,291.0
GC400,Business,Griffith College,8,Business and administration,250.0,264.0,309.0,283.0,252.0,270.0
GC401,Accounting and Finance,Griffith College,8,Business and administration,242.0,265.0,252.0,254.0,254.0,270.0
GC402,Business (HRM),Griffith College,8,Business and administration,,264.0,269.0,246.0,326.0,260.0
GC403,Law,Griffith College,8,Law,245.0,242.0,255.0,249.0,251.0,253.0
GC407,Business (Marketing),Griffith College,8,Business and administration,264.0,237.0,244.0,260.0,247.0,272.0
GC409,Psychology,Griffith College,8,Social and behavioural sciences,,,,244.0,264.0,270.0
GC418,Law - Criminal Justice,Griffith College,8,Law,,,,378.0,260.0,252.0
GC419,Law - Commercial Law,Griffith College,8,Law,,,,,281.0,306.0
GC430,Computing Science,Griffith College,8,Information and Communication Technologies (ICTs),251.0,254.0,261.0,249.0,263.0,283.0
GC435,Computing,Griffith College,7,Information and Communication Technologies (ICTs),108.0,153.0,126.0,129.0,180.0,244.0
GC450,Communications and Media Production,Griffith College,8,Journalism and information,225.0,236.0,218.0,275.0,243.0,264.0
GC456,"Film, TV and Screen Media Production",Griffith College,8,Arts,,246.0,252.0,292.0,255.0,261.0
GC462,Graphic Communication Design (portfolio),Griffith College,8,Arts,300.0,,322.0,,0.0,
GC465,Communications,Griffith College,7,Journalism and information,118.0,112.0,143.0,188.0,126.0,
GC480,Graphic Communication Design,Griffith College,7,Arts,,270.0,195.0,152.0,109.0,283.0
GC489,Interior Architecture (portfolio),Griffith College,8,Arts,288.0,264.0,445.0,330.0,360.0,293.0
GC490,Interior Architecture & Design,Griffith College,7,Arts,137.0,0.0,112.0,203.0,130.0,120.0
GC494,Fashion Design (portfolio),Griffith College,8,Arts,351.0,301.0,293.0,390.0,293.0,358.0
GC495,Fashion Design,Griffith College,7,Arts,110.0,130.0,116.0,169.0,109.0,142.0
GY101,Arts (Joint-Honours),"National University of Ireland, Galway",8,Arts,327.0,336.0,,,,
GY101,Arts (Joint-Honours),University of Galway,8,Arts,,,336.0,300.0,350.0,337.0
GY104,Psychology,"National University of Ireland, Galway",8,Social and behavioural sciences,564.0,545.0,,,,
GY104,Psychology,University of Galway,8,Social and behavioural sciences,,,531.0,534.0,541.0,534.0
GY105,Arts (History),"National University of Ireland, Galway",8,Humanities (except languages),357.0,335.0,,,,
GY105,Arts (History),University of Galway,8,Humanities (except languages),,,352.0,340.0,367.0,343.0
GY109,Arts (Mathematics and Education),"National University of Ireland, Galway",8,Education,413.0,415.0,,,,
GY109,Arts (Mathematics and Education),University of Galway,8,Education,,,418.0,433.0,423.0,371.0
GY110,Arts (Children and Youth Studies),"National University of Ireland, Galway",8,Social and behavioural sciences,387.0,367.0,,,,
GY110,Arts (Children and Youth Studies),University of Galway,8,Social and behavioural sciences,,,400.0,401.0,400.0,389.0
GY111,Arts (English and Creative Writing),"National University of Ireland, Galway",8,Arts,421.0,468.0,,,,
GY111,Arts (English and Creative Writing),University of Galway,8,Arts,,,440.0,413.0,400.0,413.0
GY113,Arts with Human Rights,"National University of Ireland, Galway",8,Social and behavioural sciences,413.0,353.0,,,,
GY113,Arts with Human Rights,University of Galway,8,Social and behavioural sciences,,,357.0,343.0,398.0,380.0
GY118,"Arts (Drama, Theatre and Performance Studies)","National University of Ireland, Galway",8,Arts,453.0,358.0,,,,
GY118,"Arts (Drama, Theatre and Performance Studies)",University of Galway,8,Arts,,,369.0,410.0,360.0,404.0
GY119,Arts (Journalism),"National University of Ireland, Galway",8,Journalism and information,484.0,414.0,,,,
GY119,Arts (Journalism),University of Galway,8,Journalism and information,,,418.0,360.0,381.0,367.0
GY122,Na Dána (Cumarsáid agus Gaeilge),"National University of Ireland, Galway",8,Arts,410.0,440.0,,,,
GY122,Na Dána (Cumarsáid agus Gaeilge),University of Galway,8,Arts,,,484.0,399.0,368.0,357.0
GY123,Social Sciences,"National University of Ireland, Galway",8,Social and behavioural sciences,419.0,348.0,,,,
GY123,Social Sciences,University of Galway,8,Social and behavioural sciences,,,347.0,320.0,350.0,341.0
GY127,Arts (Film and Digital Media),"National University of Ireland, Galway",8,Arts,430.0,440.0,,,,
GY127,Arts (Film and Digital Media),University of Galway,8,Arts,,,440.0,409.0,390.0,379.0
GY128,Arts (Global Languages),"National University of Ireland, Galway",8,Languages,346.0,361.0,,,,
GY128,Arts (Global Languages),University of Galway,8,Languages,,,350.0,377.0,378.0,356.0
GY129,Arts (Global Experience),"National University of Ireland, Galway",8,Arts,465.0,452.0,,,,
GY129,Arts (Global Experience),University of Galway,8,Arts,,,430.0,360.0,400.0,401.0
GY130,Arts (Music),"National University of Ireland, Galway",8,Arts,462.0,419.0,,,,
GY130,Arts (Music),University of Galway,8,Arts,,,430.0,348.0,401.0,413.0
GY132,"Government (Politics, Economics and Law)","National University of Ireland, Galway",8,Social and behavioural sciences,465.0,430.0,,,,
GY132,"Government (Politics, Economics and Law)",University of Galway,8,Social and behavioural sciences,,,400.0,351.0,412.0,402.0
GY133,Education (Computer Science and Mathematical Studies),"National University of Ireland, Galway",8,Education,454.0,455.0,,,,
GY133,Education (Computer Science and Mathematical Studies),University of Galway,8,Education,,,435.0,413.0,402.0,413.0
GY134,Geography and Geosystems,"National University of Ireland, Galway",8,Environment,425.0,409.0,,,,
GY134,Geography and Geosystems,University of Galway,8,Environment,,,413.0,350.0,350.0,357.0
GY135,Arts (Global Media),"National University of Ireland, Galway",8,Arts,442.0,347.0,,,,
GY135,Arts (Global Media),University of Galway,8,Arts,,,350.0,357.0,359.0,342.0
GY136,Gaeilge agus Léann an Aistriúcháin,"National University of Ireland, Galway",8,Languages,526.0,443.0,,,,
GY136,Gaeilge agus Léann an Aistriúcháin,University of Galway,8,Languages,,,436.0,411.0,368.0,405.0
GY137,"Arts (Child, Youth and Family: Policy and Practice)",University of Galway,8,Welfare,,,358.0,358.0,409.0,339.0
GY201,Commerce,"National University of Ireland, Galway",8,Business and administration,476.0,462.0,,,,
GY201,Commerce,University of Galway,8,Business and administration,,,441.0,430.0,454.0,451.0
GY202,Commerce (International) with French,"National University of Ireland, Galway",8,Business and administration,520.0,523.0,,,,
GY202,Commerce (International) with French,University of Galway,8,Business and administration,,,520.0,519.0,517.0,510.0
GY203,Commerce (International) with German,"National University of Ireland, Galway",8,Business and administration,518.0,530.0,,,,
GY203,Commerce (International) with German,University of Galway,8,Business and administration,,,519.0,520.0,517.0,467.0
GY204,Commerce (International) with Spanish,"National University of Ireland, Galway",8,Business and administration,506.0,501.0,,,,
GY204,Commerce (International) with Spanish,University of Galway,8,Business and administration,,,502.0,509.0,520.0,506.0
GY206,Business Information Systems,"National University of Ireland, Galway",8,Business and administration,509.0,509.0,,,,
GY206,Business Information Systems,University of Galway,8,Business and administration,,,507.0,507.0,507.0,474.0
GY207,Commerce (Accounting),"National University of Ireland, Galway",8,Business and administration,543.0,531.0,,,,
GY207,Commerce (Accounting),University of Galway,8,Business and administration,,,520.0,509.0,530.0,509.0
GY208,Commerce (Gaeilge),"National University of Ireland, Galway",8,Business and administration,508.0,511.0,,,,
GY208,Commerce (Gaeilge),University of Galway,8,Business and administration,,,475.0,441.0,474.0,488.0
GY209,Commerce (Global Experience),"National University of Ireland, Galway",8,Business and administration,551.0,552.0,,,,
GY209,Commerce (Global Experience),University of Galway,8,Business and administration,,,543.0,540.0,543.0,530.0
GY250,Law (BCL) and Business,"National University of Ireland, Galway",8,Law,510.0,520.0,,,,
GY250,Law (BCL) and Business,University of Galway,8,Law,,,517.0,500.0,517.0,509.0
GY251,Law (BCL),"National University of Ireland, Galway",8,Law,542.0,543.0,,,,
GY251,Law (BCL),University of Galway,8,Law,,,522.0,500.0,520.0,509.0
GY252,Law (BCL) and Human Rights,"National University of Ireland, Galway",8,Law,565.0,543.0,,,,
GY252,Law (BCL) and Human Rights,University of Galway,8,Law,,,501.0,506.0,520.0,508.0
GY254,"Law (BCL), Criminology and Criminal Justice","National University of Ireland, Galway",8,Law,548.0,543.0,,,,
GY254,"Law (BCL), Criminology and Criminal Justice",University of Galway,8,Law,,,534.0,501.0,520.0,507.0
GY261,Business Studies (International Hotel Management - interview),"National University of Ireland, Galway",8,Business and administration,503.0,462.0,,,,
GY261,Business Studies (International Hotel Management - interview),University of Galway,8,Business and administration,,,467.0,467.0,474.0,468.0
GY262,Commerce (International Hotel Management - interview),"National University of Ireland, Galway",8,Business and administration,709.0,711.0,,,,
GY262,Commerce (International Hotel Management - interview),University of Galway,8,Business and administration,,,715.0,712.0,703.0,706.0
GY301,Science,"National University of Ireland, Galway",8,Biological and related sciences,489.0,462.0,,,,
GY301,Science,University of Galway,8,Biological and related sciences,,,440.0,400.0,440.0,455.0
GY303,Biomedical Science,"National University of Ireland, Galway",8,Biological and related sciences,613.0,601.0,,,,
GY303,Biomedical Science,University of Galway,8,Biological and related sciences,,,577.0,577.0,566.0,544.0
GY304,Biotechnology,"National University of Ireland, Galway",8,Engineering and engineering trades,498.0,500.0,,,,
GY304,Biotechnology,University of Galway,8,Engineering and engineering trades,,,463.0,470.0,498.0,511.0
GY308,Environmental Science,"National University of Ireland, Galway",8,Environment,431.0,512.0,,,,
GY308,Environmental Science,University of Galway,8,Environment,,,430.0,405.0,440.0,434.0
GY309,Financial Mathematics and Economics,"National University of Ireland, Galway",8,Mathematics and statistics,509.0,510.0,,,,
GY309,Financial Mathematics and Economics,University of Galway,8,Mathematics and statistics,,,509.0,473.0,509.0,520.0
GY310,Marine Science,"National University of Ireland, Galway",8,Physical sciences,467.0,468.0,,,,
GY310,Marine Science,University of Galway,8,Physical sciences,,,477.0,420.0,440.0,443.0
GY313,Occupational Health and Safety Management,"National University of Ireland, Galway",8,Hygiene and occupational health services,412.0,402.0,,,,
GY313,Occupational Health and Safety Management,University of Galway,8,Hygiene and occupational health services,,,400.0,408.0,422.0,410.0
GY314,Earth and Ocean Sciences,"National University of Ireland, Galway",8,Physical sciences,422.0,403.0,,,,
GY314,Earth and Ocean Sciences,University of Galway,8,Physical sciences,,,402.0,417.0,422.0,432.0
GY318,Biopharmaceutical Chemistry,"National University of Ireland, Galway",8,Biological and related sciences,555.0,565.0,,,,
GY318,Biopharmaceutical Chemistry,University of Galway,8,Biological and related sciences,,,554.0,510.0,532.0,532.0
GY319,Mathematical Science,"National University of Ireland, Galway",8,Mathematics and statistics,543.0,510.0,,,,
GY319,Mathematical Science,University of Galway,8,Mathematics and statistics,,,566.0,510.0,542.0,531.0
GY320,Physics,"National University of Ireland, Galway",8,Physical sciences,465.0,440.0,,,,
GY320,Physics,University of Galway,8,Physical sciences,,,454.0,401.0,422.0,444.0
GY321,Genetics and Genomics,"National University of Ireland, Galway",8,Biological and related sciences,532.0,543.0,,,,
GY321,Genetics and Genomics,University of Galway,8,Biological and related sciences,,,521.0,478.0,474.0,463.0
GY322,Agricultural Science,"National University of Ireland, Galway",8,Agriculture,485.0,451.0,,,,
GY322,Agricultural Science,University of Galway,8,Agriculture,,,423.0,409.0,420.0,410.0
GY350,Computer Science and Information Technology,"National University of Ireland, Galway",8,Information and Communication Technologies (ICTs),495.0,510.0,,,,
GY350,Computer Science and Information Technology,University of Galway,8,Information and Communication Technologies (ICTs),,,521.0,498.0,440.0,440.0
GY401,Engineering (Undenominated),"National University of Ireland, Galway",8,Engineering and engineering trades,522.0,531.0,,,,
GY401,Engineering (Undenominated),University of Galway,8,Engineering and engineering trades,,,533.0,532.0,542.0,543.0
GY402,Civil Engineering,"National University of Ireland, Galway",8,Architecture and construction,533.0,500.0,,,,
GY402,Civil Engineering,University of Galway,8,Architecture and construction,,,512.0,500.0,521.0,521.0
GY405,Mechanical Engineering,"National University of Ireland, Galway",8,Engineering and engineering trades,541.0,566.0,,,,
GY405,Mechanical Engineering,University of Galway,8,Engineering and engineering trades,,,532.0,544.0,566.0,554.0
GY406,Electronic and Computer Engineering,"National University of Ireland, Galway",8,Engineering and engineering trades,555.0,500.0,,,,
GY406,Electronic and Computer Engineering,University of Galway,8,Engineering and engineering trades,,,532.0,520.0,510.0,510.0
GY408,Biomedical Engineering,"National University of Ireland, Galway",8,Engineering and engineering trades,554.0,566.0,,,,
GY408,Biomedical Engineering,University of Galway,8,Engineering and engineering trades,,,548.0,578.0,568.0,555.0
GY410,Project and Construction Management,"National University of Ireland, Galway",8,Architecture and construction,431.0,520.0,,,,
GY410,Project and Construction Management,University of Galway,8,Architecture and construction,,,510.0,518.0,502.0,510.0
GY413,Energy Systems Engineering,"National University of Ireland, Galway",8,Engineering and engineering trades,509.0,509.0,,,,
GY413,Energy Systems Engineering,University of Galway,8,Engineering and engineering trades,,,520.0,516.0,520.0,543.0
GY414,Electrical and Electronic Engineering,"National University of Ireland, Galway",8,Engineering and engineering trades,433.0,509.0,,,,
GY414,Electrical and Electronic Engineering,University of Galway,8,Engineering and engineering trades,,,510.0,509.0,510.0,520.0
GY501,Medicine (Undergraduate Entry - HPAT required),"National University of Ireland, Galway",8,Health,737.0,736.0,,,,
GY501,Medicine (Undergraduate Entry - HPAT required),University of Galway,8,Health,,,729.0,728.0,728.0,730.0
GY502,Occupational Therapy,"National University of Ireland, Galway",8,Health,601.0,589.0,,,,
GY502,Occupational Therapy,University of Galway,8,Health,,,555.0,554.0,544.0,542.0
GY503,Speech and Language Therapy,"National University of Ireland, Galway",8,Health,578.0,576.0,,,,
GY503,Speech and Language Therapy,University of Galway,8,Health,,,554.0,544.0,533.0,542.0
GY504,Podiatric Medicine,"National University of Ireland, Galway",8,Health,531.0,487.0,,,,
GY504,Podiatric Medicine,University of Galway,8,Health,,,463.0,445.0,444.0,476.0
GY505,Pharmacy,University of Galway,8,Health,,,,,601.0,589.0
GY515,General Nursing,"National University of Ireland, Galway",8,Health,502.0,462.0,,,,
GY515,General Nursing,University of Galway,8,Health,,,452.0,429.0,441.0,451.0
GY516,Mental Health Nursing,"National University of Ireland, Galway",8,Health,475.0,415.0,,,,
GY516,Mental Health Nursing,University of Galway,8,Health,,,391.0,378.0,429.0,403.0
GY517,Midwifery,"National University of Ireland, Galway",8,Health,520.0,462.0,,,,
GY517,Midwifery,University of Galway,8,Health,,,463.0,451.0,455.0,498.0
LM002,Arts,University of Limerick,8,Humanities (except languages),360.0,347.0,326.0,316.0,316.0,317.0
LM019,Social Sciences,University of Limerick,8,Social and behavioural sciences,451.0,475.0,454.0,462.0,423.0,430.0
LM020,Law and Accounting,University of Limerick,8,Law,474.0,460.0,443.0,433.0,444.0,454.0
LM027,Common and Civil Law,University of Limerick,8,Law,,,,576.0,518.0,542.0
LM028,Criminal Justice,University of Limerick,8,Law,420.0,419.0,382.0,379.0,387.0,391.0
LM029,Law Plus,University of Limerick,8,Law,530.0,521.0,506.0,507.0,510.0,500.0
LM030,Global Politics,University of Limerick,8,Social and behavioural sciences,,,,,400.0,360.0
LM038,Psychology and Sociology,University of Limerick,8,Social and behavioural sciences,530.0,510.0,506.0,485.0,481.0,486.0
LM039,Journalism and Digital Communication,University of Limerick,8,Journalism and information,432.0,440.0,380.0,420.0,381.0,388.0
LM040,European Studies,University of Limerick,8,Humanities (except languages),409.0,400.0,441.0,398.0,398.0,377.0
LM044,Applied Languages,University of Limerick,8,Languages,429.0,403.0,403.0,402.0,389.0,349.0
LM050,Business Studies (options),University of Limerick,8,Business and administration,451.0,451.0,431.0,451.0,444.0,442.0
LM056,International Business,University of Limerick,8,Business and administration,555.0,544.0,542.0,544.0,544.0,532.0
LM058,Financial Mathematics,University of Limerick,8,Mathematics and statistics,468.0,476.0,433.0,444.0,457.0,445.0
LM063,Technology Management,University of Limerick,8,Information and Communication Technologies (ICTs),410.0,422.0,389.0,398.0,387.0,400.0
LM066,Environmental Science,University of Limerick,8,Environment,430.0,431.0,411.0,420.0,415.0,403.0
LM068,Food Science and Health,University of Limerick,8,Manufacturing and processing,464.0,451.0,430.0,430.0,407.0,424.0
LM076,Product Design and Technology (portfolio),University of Limerick,8,Manufacturing and processing,401.0,401.0,400.0,431.0,464.0,451.0
LM077,Aeronautical Engineering,University of Limerick,8,Engineering and engineering trades,567.0,589.0,556.0,554.0,556.0,544.0
LM082,Construction Management and Engineering,University of Limerick,8,Architecture and construction,446.0,455.0,430.0,468.0,451.0,467.0
LM089,Sport and Exercise Sciences,University of Limerick,8,Personal services,498.0,498.0,485.0,502.0,498.0,507.0
LM090,Physical Education with concurrent Teacher Education,University of Limerick,8,Education,552.0,543.0,543.0,533.0,531.0,521.0
LM091,Languages with concurrent Teacher Education,University of Limerick,8,Education,506.0,518.0,451.0,452.0,407.0,451.0
LM092,Science with concurrent Teacher Education (Biology with Physics or Chemistry or Agricultural Science),University of Limerick,8,Education,521.0,521.0,498.0,499.0,488.0,480.0
LM093,Equine Science,University of Limerick,8,Biological and related sciences,367.0,380.0,358.0,357.0,369.0,340.0
LM094,Graphics and Construction Technology with concurrent Teacher Education,University of Limerick,8,Education,475.0,488.0,465.0,475.0,455.0,477.0
LM095,"Graphics, Engineering and Technology with concurrent Teacher Education",University of Limerick,8,Education,425.0,442.0,401.0,422.0,399.0,421.0
LM096,Science with concurrent Teacher Education (Physical Sciences with Chemistry and Physics),University of Limerick,8,Education,454.0,455.0,465.0,435.0,422.0,438.0
LM097,Mathematics and Computer Science with concurrent Teacher Education,University of Limerick,8,Education,465.0,465.0,433.0,443.0,455.0,433.0
LM099,Architecture,University of Limerick,8,Architecture and construction,520.0,532.0,511.0,521.0,520.0,625.0
LM100,Physiotherapy,University of Limerick,8,Health,613.0,601.0,589.0,590.0,589.0,579.0
LM101,Medicine (Graduate Entry - GAMSAT required),University of Limerick,8,Health,57.0,56.0,52.0,,,56.0
LM102,Psychology,University of Limerick,8,Social and behavioural sciences,534.0,531.0,510.0,519.0,499.0,500.0
LM103,Paramedic Studies (Clean Driving Licence required - Full B and minimum Provisional C1),University of Limerick,8,Health,429.0,380.0,378.0,409.0,369.0,389.0
LM104,Occupational Therapy,University of Limerick,8,Health,,,,568.0,543.0,542.0
LM105,Exercise and Health Fitness Management,University of Limerick,8,Personal services,441.0,409.0,398.0,412.0,409.0,430.0
LM113,Interaction Design,University of Limerick,8,Information and Communication Technologies (ICTs),,,,368.0,373.0,357.0
LM114,"Music, Media and Performance Technology",University of Limerick,8,Information and Communication Technologies (ICTs),,,,380.0,350.0,381.0
LM115,Chemical and Biochemical Engineering,University of Limerick,8,Physical sciences,476.0,475.0,455.0,466.0,455.0,509.0
LM116,Engineering,University of Limerick,8,Engineering and engineering trades,498.0,489.0,476.0,510.0,510.0,531.0
LM118,Electronic and Computer Engineering,University of Limerick,8,Engineering and engineering trades,445.0,444.0,433.0,443.0,435.0,465.0
LM121,Computer Science,University of Limerick,8,Information and Communication Technologies (ICTs),402.0,434.0,402.0,422.0,382.0,362.0
LM123,Biological and Chemical Sciences,University of Limerick,8,Biological and related sciences,498.0,498.0,487.0,488.0,484.0,474.0
LM124,Mathematics,University of Limerick,8,Mathematics and statistics,455.0,488.0,424.0,456.0,454.0,455.0
LM125,Physics,University of Limerick,8,Physical sciences,489.0,444.0,468.0,445.0,443.0,433.0
LM126,Electrical Engineering,University of Limerick,8,Engineering and engineering trades,,,,424.0,455.0,477.0
LM131,Irish Music (audition),University of Limerick,8,Arts,,,418.0,530.0,424.0,520.0
LM132,Irish Dance (audition),University of Limerick,8,Arts,,,477.0,480.0,398.0,425.0
LM133,Contemporary Dance (audition),University of Limerick,8,Arts,,,526.0,518.0,453.0,416.0
LM134,Voice (audition),University of Limerick,8,Arts,,,481.0,482.0,456.0,422.0
LM135,World Music (audition),University of Limerick,8,Arts,,,519.0,406.0,348.0,399.0
LM150,General Nursing,University of Limerick,8,Health,498.0,463.0,423.0,430.0,412.0,433.0
LM152,Mental Health Nursing,University of Limerick,8,Health,478.0,393.0,387.0,388.0,367.0,399.0
LM154,Intellectual Disability Nursing,University of Limerick,8,Health,462.0,351.0,328.0,321.0,318.0,357.0
LM156,Midwifery,University of Limerick,8,Health,521.0,466.0,484.0,433.0,444.0,452.0
LM173,Immersive Software Engineering (portfolio),University of Limerick,8,Information and Communication Technologies (ICTs),,803.0,676.0,676.0,651.0,652.0
LM174,Artificial Intelligence and Machine Learning,University of Limerick,8,Information and Communication Technologies (ICTs),,509.0,498.0,488.0,487.0,456.0
LM180,Equine Science,University of Limerick,6,Biological and related sciences,351.0,350.0,300.0,309.0,302.0,317.0
MH001,Education - Primary Teaching (Froebel),Maynooth University,8,Education,564.0,540.0,498.0,507.0,506.0,495.0
MH002,Education - Primary Teaching - Gaeltacht  Applicants (Froebel),Maynooth University,8,Education,,543.0,,,544.0,
MH003,Early Childhood - Teaching and Learning (full-time),Maynooth University,8,Education,381.0,387.0,380.0,389.0,400.0,366.0
MH101,Arts,Maynooth University,8,Humanities (except languages),338.0,338.0,310.0,307.0,300.0,300.0
MH106,Psychology,Maynooth University,8,Social and behavioural sciences,554.0,530.0,533.0,532.0,509.0,481.0
MH107,Social Science,Maynooth University,8,Social and behavioural sciences,390.0,350.0,320.0,318.0,348.0,326.0
MH109,Media Studies,Maynooth University,8,Arts,324.0,371.0,377.0,357.0,367.0,337.0
MH111,Creative Writing and English,Maynooth University,8,Humanities (except languages),,,,,380.0,356.0
MH201,Science,Maynooth University,8,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",401.0,400.0,350.0,350.0,352.0,346.0
MH202,Biotechnology,Maynooth University,8,Biological and related sciences,490.0,467.0,431.0,444.0,430.0,423.0
MH203,Biological and Geographical Sciences,Maynooth University,8,Biological and related sciences,451.0,440.0,441.0,410.0,431.0,401.0
MH204,Physics with Astrophysics,Maynooth University,8,Physical sciences,422.0,423.0,376.0,383.0,385.0,401.0
MH206,Theoretical Physics and Mathematics,Maynooth University,8,Mathematics and statistics,521.0,510.0,494.0,513.0,520.0,500.0
MH207,Data Science,Maynooth University,8,Information and Communication Technologies (ICTs),444.0,454.0,442.0,423.0,425.0,413.0
MH208,Biological and Biomedical Sciences,Maynooth University,8,Biological and related sciences,543.0,521.0,496.0,470.0,470.0,
MH209,Psychology (through Science),Maynooth University,8,Social and behavioural sciences,529.0,510.0,499.0,518.0,488.0,498.0
MH210,Pharmaceutical and Biomedical Chemistry,Maynooth University,8,Physical sciences,510.0,511.0,477.0,451.0,441.0,430.0
MH212,Science (with Education) or Mathematics and Computer Science (with Education) or Mathematics (with Education),Maynooth University,8,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",452.0,443.0,420.0,420.0,420.0,422.0
MH221,Sport Science and Health,Maynooth University,8,Biological and related sciences,,,,462.0,476.0,441.0
MH222,Food Science and Human Nutrition,Maynooth University,8,Biological and related sciences,,,,441.0,442.0,422.0
MH304,Engineering,Maynooth University,8,Engineering and engineering trades,351.0,307.0,353.0,355.0,364.0,363.0
MH305,Product Design and Innovation,Maynooth University,8,Engineering and engineering trades,326.0,362.0,337.0,329.0,327.0,326.0
MH306,Robotics and Intelligent Devices,Maynooth University,8,Engineering and engineering trades,362.0,352.0,361.0,350.0,350.0,353.0
MH401,Finance,Maynooth University,8,Business and administration,370.0,350.0,350.0,361.0,366.0,
MH402,Quantitative Finance,Maynooth University,8,Business and administration,476.0,477.0,454.0,455.0,465.0,465.0
MH403,Accounting and Finance,Maynooth University,8,Business and administration,424.0,400.0,400.0,409.0,412.0,411.0
MH404,Business,Maynooth University,8,Business and administration,441.0,433.0,401.0,400.0,400.0,400.0
MH407,Business and Accounting,Maynooth University,8,Business and administration,423.0,402.0,403.0,400.0,401.0,401.0
MH409,Business and Languages,Maynooth University,8,Business and administration,,400.0,400.0,400.0,400.0,401.0
MH411,Entrepreneurship,Maynooth University,8,Business and administration,378.0,368.0,350.0,360.0,360.0,360.0
MH412,Business with Sport Science,Maynooth University,8,Business and administration,,,489.0,487.0,455.0,451.0
MH415,Economics - option of an integrated MSc Economics,Maynooth University,8,Social and behavioural sciences,,475.0,487.0,423.0,445.0,422.0
MH416,International Economics,Maynooth University,8,Social and behavioural sciences,,,420.0,421.0,413.0,402.0
MH501,LLB Law,Maynooth University,8,Law,507.0,496.0,462.0,451.0,452.0,453.0
MH502,BCL Law,Maynooth University,8,Law,465.0,452.0,432.0,418.0,409.0,400.0
MH503,BCL Law and Languages,Maynooth University,8,Law,,,,430.0,410.0,400.0
MH504,Criminology,Maynooth University,8,Law,,,,,401.0,380.0
MH601,Computer Science through Arts,Maynooth University,8,Information and Communication Technologies (ICTs),381.0,391.0,381.0,380.0,360.0,347.0
MH602,Computer Science through Science,Maynooth University,8,Information and Communication Technologies (ICTs),400.0,410.0,401.0,401.0,352.0,343.0
MH603,Computational Thinking,Maynooth University,8,Information and Communication Technologies (ICTs),520.0,509.0,532.0,577.0,510.0,
MH701,General Nursing,Maynooth University,8,Health,,,,,,430.0
