Course Title,Course Code,R1 Points,HE Institution,AQA,Year,Points,Course Level,Category
Art and Design (Common Entry) [Portfolio] [Limerick],US800,816,Technological University of the Shannon,FALSE,2026,816,8,Arts
Art and Design (Offered jointly by TUS and UL) [Portfolio] [Limerick],US801,948,Technological University of the Shannon,FALSE,2026,948,8,Education
Animation and Illustration [Portfolio] [Athlone],US802,944,Technological University of the Shannon,FALSE,2026,944,8,Arts
Graphic and Digital Design [Portfolio] [Athlone],US803,792,Technological University of the Shannon,FALSE,2026,792,8,Arts
Digital Animation [Portfolio] [Clonmel],US805,691,Technological University of the Shannon,FALSE,2026,691,8,Arts
Game Art and Design [Portfolio] [Clonmel],US806,846,Technological University of the Shannon,FALSE,2026,846,8,Arts
Creative Broadcast and Film Production [Limerick],US807,308,Technological University of the Shannon,FALSE,2026,308,8,Arts
Music Production and Technology [Limerick],US808,356,Technological University of the Shannon,FALSE,2026,356,8,Arts
Music and Sound Engineering [Athlone],US809,316,Technological University of the Shannon,FALSE,2026,316,8,Arts
"Visual Effects for Film, TV and Animation [Portfolio] [Clonmel]",US810,,Technological University of the Shannon,FALSE,2026,,8,Arts
Interior Design [Portfolio] [Limerick],US811,919,Technological University of the Shannon,FALSE,2026,919,8,Arts
Music and the Live Events Industry [Athlone],US813,287,Technological University of the Shannon,FALSE,2026,287,8,Arts
Software Development with Cyber Security [Thurles],US819,272,Technological University of the Shannon,FALSE,2026,272,8,Information and Communication Technologies (ICTs)
Software Development [Limerick],US820,307,Technological University of the Shannon,FALSE,2026,307,8,Information and Communication Technologies (ICTs)
Software Design with Virtual Reality and Gaming [Athlone],US821,289,Technological University of the Shannon,FALSE,2026,289,8,Information and Communication Technologies (ICTs)
Software Design with Artificial Intelligence for Cloud Computing [Athlon,US822,306,Technological University of the Shannon,FALSE,2026,306,8,Information and Communication Technologies (ICTs)
Software Design with Digitalisation [Athlone],US823,283,Technological University of the Shannon,FALSE,2026,283,8,Information and Communication Technologies (ICTs)
Computer Engineering with Network Infrastructure [Athlone],US824,302,Technological University of the Shannon,FALSE,2026,302,8,Information and Communication Technologies (ICTs)
Creative Digital Computing [Limerick],US825,280,Technological University of the Shannon,FALSE,2026,280,8,Information and Communication Technologies (ICTs)
Computing with AI [Limerick],US826,270,Technological University of the Shannon,FALSE,2026,270,8,Information and Communication Technologies (ICTs)
Computer Networks and Cyber Security [Limerick],US827,269,Technological University of the Shannon,FALSE,2026,269,8,Information and Communication Technologies (ICTs)
Software Development with Games Programming [Thurles],US828,270,Technological University of the Shannon,FALSE,2026,270,8,Information and Communication Technologies (ICTs)
Business Studies (AI for Enterprise) [Athlone],US835,302,Technological University of the Shannon,FALSE,2026,302,8,Business and administration
Business Studies (AI for Enterprise) [Limerick],US836,413,Technological University of the Shannon,FALSE,2026,413,8,Business and administration
Law [Limerick],US837,377,Technological University of the Shannon,FALSE,2026,377,8,Law
Business and Law [Limerick],US838,298,Technological University of the Shannon,FALSE,2026,298,8,Business and administration
Business [Athlone],US840,280,Technological University of the Shannon,FALSE,2026,280,8,Business and administration
Business [Limerick],US841,328,Technological University of the Shannon,FALSE,2026,328,8,Business and administration
Business [Thurles],US842,253,Technological University of the Shannon,FALSE,2026,253,8,Business and administration
Business Studies (Digital Marketing) [Limerick],US843,308,Technological University of the Shannon,FALSE,2026,308,8,Business and administration
Digital Marketing [Athlone],US844,271,Technological University of the Shannon,FALSE,2026,271,8,Business and administration
Accounting and Finance [Limerick],US845,410,Technological University of the Shannon,FALSE,2026,410,8,Business and administration
Accounting with Finance (with Placement) [Athlone],US847,307,Technological University of the Shannon,FALSE,2026,307,8,Business and administration
Business and Law [Athlone],US848,262,Technological University of the Shannon,FALSE,2026,262,8,Law
Law [Athlone],US850,320,Technological University of the Shannon,FALSE,2026,320,8,Law
Business Studies (Marketing and Management) [Limerick],US851,288,Technological University of the Shannon,FALSE,2026,288,8,Business and administration
Business Studies (Enterprise and Innovation) [Limerick],US852,251,Technological University of the Shannon,FALSE,2026,251,8,Business and administration
International Business [Athlone],US853,327,Technological University of the Shannon,FALSE,2026,327,8,Business and administration
International Business Studies [Limerick],US854,251,Technological University of the Shannon,FALSE,2026,251,8,Business and administration
Biotechnology with Biopharmaceutical Science [Limerick],US860,465,Technological University of the Shannon,FALSE,2026,465,8,Biological and related sciences
Biotechnology [Athlone],US861,410,Technological University of the Shannon,FALSE,2026,410,8,Biological and related sciences
Microbiology [Athlone],US862,367,Technological University of the Shannon,FALSE,2026,367,8,Biological and related sciences
Forensic and Pharmaceutical Sciences [Limerick],US863,467,Technological University of the Shannon,FALSE,2026,467,8,Physical sciences
Drug and Medicinal Product Analysis [Limerick],US864,318,Technological University of the Shannon,FALSE,2026,318,8,Biological and related sciences
Pharmacology [Athlone],US865,319,Technological University of the Shannon,FALSE,2026,319,8,Biological and related sciences
Pharmaceutical Sciences [Athlone],US866,346,Technological University of the Shannon,FALSE,2026,346,8,Physical sciences
Bioveterinary Science [Athlone],US867,290,Technological University of the Shannon,FALSE,2026,290,8,Biological and related sciences
Medical Technology [Limerick],US869,423,Technological University of the Shannon,FALSE,2026,423,8,Health
Agricultural Science and Sustainability [Thurles],US870,317,Technological University of the Shannon,FALSE,2026,317,8,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary"
General Nursing [Athlone],US877,419,Technological University of the Shannon,FALSE,2026,419,8,Health
Mental Health Nursing [Athlone],US878,353,Technological University of the Shannon,FALSE,2026,353,8,Health
Quantity Surveying [Athlone],US880,338,Technological University of the Shannon,FALSE,2026,338,8,Architecture and construction
Quantity Surveying [Limerick],US881,319,Technological University of the Shannon,FALSE,2026,319,8,Architecture and construction
Property Valuation and Management [Limerick],US882,316,Technological University of the Shannon,FALSE,2026,316,8,Architecture and construction
Built Environment (Common Entry) [Limerick],US883,300,Technological University of the Shannon,FALSE,2026,300,8,Architecture and construction
Construction Management [Athlone],US884,281,Technological University of the Shannon,FALSE,2026,281,8,Architecture and construction
Construction Management [Limerick],US885,293,Technological University of the Shannon,FALSE,2026,293,8,Architecture and construction
Civil Engineering Management [Limerick],US886,339,Technological University of the Shannon,FALSE,2026,339,8,Architecture and construction
Civil Engineering [Athlone],US887,403,Technological University of the Shannon,FALSE,2026,403,8,Architecture and construction
Built Environment (Common Entry) [Athlone],US888,299,Technological University of the Shannon,FALSE,2026,299,8,Architecture and construction
Electrical Engineering [Limerick],US900,358,Technological University of the Shannon,FALSE,2026,358,8,Engineering and engineering trades
Renewable and Electrical Energy Engineering [Limerick],US901,341,Technological University of the Shannon,FALSE,2026,341,8,Engineering and engineering trades
Robotics and Automation Engineering [Limerick],US902,390,Technological University of the Shannon,FALSE,2026,390,8,Engineering and engineering trades
Electronic Engineering with Computer Systems [Limerick],US903,351,Technological University of the Shannon,FALSE,2026,351,8,Engineering and engineering trades
Engineering (common entry) [Limerick],US904,372,Technological University of the Shannon,FALSE,2026,372,8,Engineering and engineering trades
Engineering Technology Management [Limerick],US909,309,Technological University of the Shannon,FALSE,2026,309,8,Information and Communication Technologies (ICTs)
Mechanical Engineering [Athlone],US910,388,Technological University of the Shannon,FALSE,2026,388,8,Engineering and engineering trades
Mechanical Engineering [Limerick],US911,339,Technological University of the Shannon,FALSE,2026,339,8,Engineering and engineering trades
Mechanical Engineering with Energy [Athlone],US912,389,Technological University of the Shannon,FALSE,2026,389,8,Engineering and engineering trades
Polymer and Mechanical  Engineering [Athlone],US913,413,Technological University of the Shannon,FALSE,2026,413,8,Manufacturing and processing
Precision Engineering [Limerick],US914,266,Technological University of the Shannon,FALSE,2026,266,8,Engineering and engineering trades
Automotive Engineering and Transport Management [Limerick],US915,302,Technological University of the Shannon,FALSE,2026,302,8,Engineering and engineering trades
Automation and Robotics [Athlone],US916,379,Technological University of the Shannon,FALSE,2026,379,8,Engineering and engineering trades
Computer Engineering [Athlone],US917,303,Technological University of the Shannon,FALSE,2026,303,8,Information and Communication Technologies (ICTs)
Social Care Work [Limerick],US920,358,Technological University of the Shannon,FALSE,2026,358,8,Welfare
Social Care Practice [Athlone],US921,288,Technological University of the Shannon,FALSE,2026,288,8,Welfare
Social Care Work [Thurles],US922,298,Technological University of the Shannon,FALSE,2026,298,8,Welfare
Social Care Work [Ennis],US923,356,Technological University of the Shannon,FALSE,2026,356,8,Welfare
Applied Psychology [Limerick],US924,388,Technological University of the Shannon,FALSE,2026,388,8,Social and behavioural sciences
Applied Psychology [Athlone],US925,478,Technological University of the Shannon,FALSE,2026,478,8,Social and behavioural sciences
Early Childhood Education and Care [Athlone],US926,319,Technological University of the Shannon,FALSE,2026,319,8,Welfare
Early Childhood Education and Care [Limerick],US927,317,Technological University of the Shannon,FALSE,2026,317,8,Welfare
Applied Addiction Recovery [Limerick],US928,260,Technological University of the Shannon,FALSE,2026,260,8,Social and behavioural sciences
Youth Work and Community Development [Limerick],US929,262,Technological University of the Shannon,FALSE,2026,262,8,Welfare
Culinary Entrepreneurship [Limerick],US931,299,Technological University of the Shannon,FALSE,2026,299,8,Personal services
Hospitality Management (with International Placement) [Athlone],US932,255,Technological University of the Shannon,FALSE,2026,255,8,Personal services
Physical Education Studies [Athlone],US933,381,Technological University of the Shannon,FALSE,2026,381,8,Personal services
Physical Education with Business [Limerick],US934,368,Technological University of the Shannon,FALSE,2026,368,8,Personal services
Physical Education with Business [Thurles],US935,361,Technological University of the Shannon,FALSE,2026,361,8,Education
Business Studies with Event Management [Limerick],US941,245,Technological University of the Shannon,FALSE,2026,245,8,Personal services
Business Studies with Event Management [Athlone],US942,310,Technological University of the Shannon,FALSE,2026,310,8,Business and administration
Business Studies with Beauty and Spa Management [Limerick],US946,260,Technological University of the Shannon,FALSE,2026,260,8,Personal services
Business with Fashion Management [Limerick],US947,297,Technological University of the Shannon,FALSE,2026,297,8,Business and administration
Nutrition and Health Science [Athlone],US950,408,Technological University of the Shannon,FALSE,2026,408,8,Health
Sports Science with Exercise Physiology [Athlone],US951,426,Technological University of the Shannon,FALSE,2026,426,8,Health
Business Studies with Sports Management [Limerick],US953,252,Technological University of the Shannon,FALSE,2026,252,8,Business and administration
Sports Development and Performance [Limerick],US954,296,Technological University of the Shannon,FALSE,2026,296,8,Personal services
Athletic and Rehabilitation Therapy [Athlone],US956,453,Technological University of the Shannon,FALSE,2026,453,8,Health
Physical Activity and Health Science [Athlone],US957,289,Technological University of the Shannon,FALSE,2026,289,8,Health
Applied Sports Science with Strength and Conditioning [Thurles],US958,260,Technological University of the Shannon,FALSE,2026,260,8,Biological and related sciences
Applied Sports Science with Performance Technology [Thurles],US959,271,Technological University of the Shannon,FALSE,2026,271,8,Biological and related sciences
Applied Sports Science with Sport and Exercise Nutrition [Thurles],US961,243,Technological University of the Shannon,FALSE,2026,243,8,Personal services
Arts [Waterford],SE200,208,South East Technological University,FALSE,2026,208,8,Arts
Design (Visual Communications) [Waterford - College Street],SE201,314,South East Technological University,FALSE,2026,314,8,Arts
Product Design Innovation [Carlow],SE202,252,South East Technological University,FALSE,2026,252,8,Arts
Visual Art [Waterford - College Street],SE203,279,South East Technological University,FALSE,2026,279,8,Arts
Visual Communications and Design [Wexford],SE204,290,South East Technological University,FALSE,2026,290,8,Arts
Psychology [Waterford],SE205,433,South East Technological University,FALSE,2026,433,8,Social and behavioural sciences
Music [Audition] [Waterford - College Street],SE206,338,South East Technological University,FALSE,2026,338,8,Arts
Art [Portfolio] [Wexford - Hill Street],SE207,700,South East Technological University,FALSE,2026,700,8,Arts
TV and Media Production [Carlow],SE208,320,South East Technological University,FALSE,2026,320,8,Arts
Home Economics [Waterford],SE214,369,South East Technological University,FALSE,2026,369,8,Education
Content Creation and Social Media [Carlow],SE300,316,South East Technological University,FALSE,2026,316,8,Information and Communication Technologies (ICTs)
Business - with/without a language [Waterford],SE400,273,South East Technological University,FALSE,2026,273,8,Business and administration
Business [Carlow],SE401,261,South East Technological University,FALSE,2026,261,8,Business and administration
Business [Wexford],SE402,269,South East Technological University,FALSE,2026,269,8,Business and administration
Business with Law [Carlow],SE403,274,South East Technological University,FALSE,2026,274,8,Business and administration
Law (LLB) [Waterford - College Street],SE404,319,South East Technological University,FALSE,2026,319,8,Law
Law (LLB) [Carlow],SE405,301,South East Technological University,FALSE,2026,301,8,Law
Criminal Justice Studies [Waterford - College Street],SE406,288,South East Technological University,FALSE,2026,288,8,Law
Accounting [Carlow],SE407,318,South East Technological University,FALSE,2026,318,8,Business and administration
Accounting [Waterford],SE408,309,South East Technological University,FALSE,2026,309,8,Business and administration
Public Relations and Media [Carlow],SE409,281,South East Technological University,FALSE,2026,281,8,Business and administration
Marketing and Digital Media [Waterford],SE410,306,South East Technological University,FALSE,2026,306,8,Business and administration
Digital Marketing with Analytics [Carlow],SE411,302,South East Technological University,FALSE,2026,302,8,Business and administration
International Business [Waterford],SE412,290,South East Technological University,FALSE,2026,290,8,Business and administration
Business Information Systems [Waterford],SE413,305,South East Technological University,FALSE,2026,305,8,Business and administration
Science [Carlow],SE500,297,South East Technological University,FALSE,2026,297,8,Biological and related sciences
Science [Waterford],SE501,308,South East Technological University,FALSE,2026,308,8,Biological and related sciences
Agricultural Science [Waterford],SE502,368,South East Technological University,FALSE,2026,368,8,Agriculture
Sustainable Farm Management and Agribusiness [Wexford],SE503,292,South East Technological University,FALSE,2026,292,8,Agriculture
Pharmaceutical Science [Waterford],SE504,300,South East Technological University,FALSE,2026,300,8,Physical sciences
Applied Microbiology [Carlow],SE519,327,South East Technological University,FALSE,2026,327,8,Biological and related sciences
Brewing and Distilling [Carlow],SE521,357,South East Technological University,FALSE,2026,357,8,Manufacturing and processing
Pharmacy [Waterford],SE525,544,South East Technological University,FALSE,2026,544,8,Health
Veterinary Medicine Portfolio [Waterford],SE526,566,South East Technological University,FALSE,2026,566,8,Veterinary
Forestry [Waterford],SE527,301,South East Technological University,FALSE,2026,301,8,Forestry
Horticulture [Waterford],SE528,310,South East Technological University,FALSE,2026,310,8,Agriculture
Agriculture [Waterford],SE529,337,South East Technological University,FALSE,2026,337,8,Agriculture
Computer Science [Waterford],SE600,306,South East Technological University,FALSE,2026,306,8,Information and Communication Technologies (ICTs)
Information Technology Management [Carlow],SE601,325,South East Technological University,FALSE,2026,325,8,Information and Communication Technologies (ICTs)
Computer Forensics and Security [Waterford],SE602,328,South East Technological University,FALSE,2026,328,8,Information and Communication Technologies (ICTs)
Software Development [Carlow],SE603,328,South East Technological University,FALSE,2026,328,8,Information and Communication Technologies (ICTs)
Software Systems Development [Waterford],SE604,323,South East Technological University,FALSE,2026,323,8,Information and Communication Technologies (ICTs)
Creative Computing [Waterford],SE605,342,South East Technological University,FALSE,2026,342,8,Information and Communication Technologies (ICTs)
Cyber Crime and IT Security [Carlow],SE606,312,South East Technological University,FALSE,2026,312,8,Information and Communication Technologies (ICTs)
Computer Games Development [Carlow],SE607,304,South East Technological University,FALSE,2026,304,8,Information and Communication Technologies (ICTs)
Computing in Interactive Digital Art and Design [Carlow],SE608,330,South East Technological University,FALSE,2026,330,8,Arts
Engineering [Waterford],SE700,309,South East Technological University,FALSE,2026,309,8,Engineering and engineering trades
Architecture [Waterford - Granary],SE701,420,South East Technological University,FALSE,2026,420,8,Architecture and construction
Architectural Technology [Carlow],SE702,332,South East Technological University,FALSE,2026,332,8,Architecture and construction
Architectural and Building Information Modelling Technology [Waterford -,SE703,317,South East Technological University,FALSE,2026,317,8,Architecture and construction
Quantity Surveying [Waterford],SE704,291,South East Technological University,FALSE,2026,291,8,Architecture and construction
Quantity Surveying [Carlow],SE705,328,South East Technological University,FALSE,2026,328,8,Architecture and construction
Construction Management [Carlow],SE706,310,South East Technological University,FALSE,2026,310,8,Architecture and construction
Construction Management and Engineering [Waterford],SE707,281,South East Technological University,FALSE,2026,281,8,Architecture and construction
Electronic Engineering [Carlow],SE708,334,South East Technological University,FALSE,2026,334,8,Engineering and engineering trades
Biomedical Electronics [Carlow],SE709,289,South East Technological University,FALSE,2026,289,8,Engineering and engineering trades
Robotics and Automated Systems [Carlow],SE710,350,South East Technological University,FALSE,2026,350,8,Engineering and engineering trades
Mechanical Engineering [Carlow],SE711,465,South East Technological University,FALSE,2026,465,8,Engineering and engineering trades
Mechanical and Manufacturing Engineering [Waterford],SE712,272,South East Technological University,FALSE,2026,272,8,Engineering and engineering trades
Civil Engineering [Carlow],SE713,415,South East Technological University,FALSE,2026,415,8,Architecture and construction
Aerospace Engineering [Carlow],SE714,485,South East Technological University,FALSE,2026,485,8,Engineering and engineering trades
Health Sciences [Waterford],SE900,308,South East Technological University,FALSE,2026,308,8,Health
Sport Rehabilitation and Athletic Therapy [Carlow],SE901,500,South East Technological University,FALSE,2026,500,8,Health
Exercise Sciences [Waterford],SE902,281,South East Technological University,FALSE,2026,281,8,Personal services
Strength and Conditioning [Carlow],SE903,356,South East Technological University,FALSE,2026,356,8,Health
Sports Coaching and Performance [Waterford],SE904,280,South East Technological University,FALSE,2026,280,8,Personal services
Sport and Exercise Science [Carlow],SE905,436,South East Technological University,FALSE,2026,436,8,Personal services
Recreation and Sport Management [Waterford],SE906,291,South East Technological University,FALSE,2026,291,8,Personal services
Sports Management and Coaching (Gaelic Games) [Portfolio] [Carlow],SE907,700,South East Technological University,FALSE,2026,700,8,Personal services
Sports Management and Coaching (Rugby) [Portfolio] [Carlow],SE908,700,South East Technological University,FALSE,2026,700,8,Personal services
Sports Management and Coaching (Football) [Portfolio] [Carlow],SE909,700,South East Technological University,FALSE,2026,700,8,Personal services
"Sport, Business and Coaching [Carlow]",SE910,306,South East Technological University,FALSE,2026,306,8,Personal services
Early Childhood Care and Education [Waterford - College Street],SE911,270,South East Technological University,FALSE,2026,270,8,Welfare
Early Childhood Education and Practice [Wexford],SE912,228,South East Technological University,FALSE,2026,228,8,Welfare
Early Childhood Education and Practice [Carlow],SE913,308,South East Technological University,FALSE,2026,308,8,Welfare
Psychiatric Nursing [Waterford],SE914,356,South East Technological University,FALSE,2026,356,8,Health
General Nursing [Waterford],SE915,409,South East Technological University,FALSE,2026,409,8,Health
Intellectual Disability Nursing [Waterford],SE916,308,South East Technological University,FALSE,2026,308,8,Health
Applied Social Studies in Professional Social Care [Wexford],SE917,288,South East Technological University,FALSE,2026,288,8,Welfare
Professional Social Care Practice [Carlow],SE918,261,South East Technological University,FALSE,2026,261,8,Welfare
Social Care Practice [Waterford - College Street],SE919,260,South East Technological University,FALSE,2026,260,8,Welfare
Social Science [Waterford],SE920,309,South East Technological University,FALSE,2026,309,8,Welfare
Hospitality Management [Waterford],SE921,303,South East Technological University,FALSE,2026,303,8,Personal services
Tourism and Event Management [Wexford],SE922,228,South East Technological University,FALSE,2026,228,8,Personal services
Culinary Arts [Waterford],SE923,236,South East Technological University,FALSE,2026,236,8,Personal services
Software Development [Cork],MT800,420,Munster Technological University,FALSE,2026,420,8,Information and Communication Technologies (ICTs)
Computer Systems [Cork],MT802,341,Munster Technological University,FALSE,2026,341,8,Information and Communication Technologies (ICTs)
Computing (Common Entry) [Kerry],MT803,317,Munster Technological University,FALSE,2026,317,8,Information and Communication Technologies (ICTs)
IT Management and Cybersecurity [Cork],MT805,357,Munster Technological University,FALSE,2026,357,8,Information and Communication Technologies (ICTs)
Animation and Visual Storytelling (Portfolio) [Kerry],MT811,400,Munster Technological University,FALSE,2026,400,8,Arts
"Contemporary Applied Art (Ceramics, Glass, Textiles ) [Portfolio] [CCAD",MT820,300,Munster Technological University,FALSE,2026,300,8,Arts
Fine Art [Portfolio] [CCAD Sharman Crawford Street],MT821,300,Munster Technological University,FALSE,2026,300,8,Arts
Photography with New Media [CCAD Envision Centre],MT822,264,Munster Technological University,FALSE,2026,264,8,Arts
Visual Communications [Portfolio] [CCAD Cork],MT823,240,Munster Technological University,FALSE,2026,240,8,Arts
Creative Digital Media [CCAD Cork],MT824,346,Munster Technological University,FALSE,2026,346,8,Arts
Engineering (Common Entry) [Cork],MT830,499,Munster Technological University,FALSE,2026,499,8,Engineering and engineering trades
Structural Engineering [Cork],MT831,412,Munster Technological University,FALSE,2026,412,8,Architecture and construction
Civil Engineering [Kerry],MT832,356,Munster Technological University,FALSE,2026,356,8,Architecture and construction
Instrument Engineering [Cork],MT833,347,Munster Technological University,FALSE,2026,347,8,Physical sciences
Mechanical and Manufacturing Engineering [Portfolio] [Kerry],MT834,748,Munster Technological University,FALSE,2026,748,8,Engineering and engineering trades
Mechanical Engineering [Cork],MT836,465,Munster Technological University,FALSE,2026,465,8,Engineering and engineering trades
Sustainable Energy Engineering [Cork],MT837,409,Munster Technological University,FALSE,2026,409,8,Environment
Chemical and Biopharmaceutical Engineering [Cork],MT838,487,Munster Technological University,FALSE,2026,487,8,Engineering and engineering trades
Biomedical Engineering [Cork],MT839,465,Munster Technological University,FALSE,2026,465,8,Health
Smart Product Engineering [Cork],MT844,392,Munster Technological University,FALSE,2026,392,8,Engineering and engineering trades
Electrical Engineering [Cork],MT845,392,Munster Technological University,FALSE,2026,392,8,Engineering and engineering trades
Electronic Engineering [Cork],MT846,350,Munster Technological University,FALSE,2026,350,8,Engineering and engineering trades
Automotive Business Management and Technology [Cork],MT847,328,Munster Technological University,FALSE,2026,328,8,Transport services
Construction Management [Cork],MT856,390,Munster Technological University,FALSE,2026,390,8,Architecture and construction
Quantity Surveying [Cork],MT857,425,Munster Technological University,FALSE,2026,425,8,Architecture and construction
Architectural Technology [Cork],MT859,378,Munster Technological University,FALSE,2026,378,8,Architecture and construction
Interior Architecture [Cork],MT860,400,Munster Technological University,FALSE,2026,400,8,Architecture and construction
Physical Sciences (Common Entry) [Cork],MT870,336,Munster Technological University,FALSE,2026,336,8,Physical sciences
Biomedical Science (offered jointly MTU Cork Campus and UCC) [Cork and U,MT871,555,Munster Technological University,FALSE,2026,555,8,Biological and related sciences
Pharmaceutical Science (Degree Award option: Biopharmaceutics) [Kerry],MT872,328,Munster Technological University,FALSE,2026,328,8,Physical sciences
Pharmaceutical Biotechnology [Cork],MT873,441,Munster Technological University,FALSE,2026,441,8,Biological and related sciences
Analytical Chemistry with Quality Assurance [Cork],MT874,351,Munster Technological University,FALSE,2026,351,8,Physical sciences
Biological Sciences (Common Entry) [Cork],MT875,444,Munster Technological University,FALSE,2026,444,8,Biological and related sciences
Nutrition and Health Science [Cork],MT876,389,Munster Technological University,FALSE,2026,389,8,Health
Agricultural Science [Kerry],MT877,308,Munster Technological University,FALSE,2026,308,8,Biological and related sciences
Environmental Science and Sustainable Technology [Cork],MT878,317,Munster Technological University,FALSE,2026,317,8,Environment
Agri-Biosciences [Cork],MT879,350,Munster Technological University,FALSE,2026,350,8,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary"
Wildlife Biology [Kerry],MT880,375,Munster Technological University,FALSE,2026,375,8,Environment
Veterinary Bioscience [Kerry],MT881,326,Munster Technological University,FALSE,2026,326,8,Veterinary
Physical Education Studies with Business [Kerry],MT906,369,Munster Technological University,FALSE,2026,369,8,Education
Sport and Exercise Management [Cork],MT910,387,Munster Technological University,FALSE,2026,387,8,Personal services
"Health, Sport and Exercise Sciences [Kerry]",MT911,317,Munster Technological University,FALSE,2026,317,8,Personal services
Health and Exercise Sciences with Massage Therapy [Kerry],MT912,318,Munster Technological University,FALSE,2026,318,8,Personal services
Coaching Science and Sports Pedagogy [Cork],MT915,388,Munster Technological University,FALSE,2026,388,8,Personal services
Counselling with Addiction (Mature applicants only - Delivered in Galile   #,MT925,,Munster Technological University,FALSE,2026,,8,Welfare
General Nursing [Kerry],MT926,390,Munster Technological University,FALSE,2026,390,8,Health
Mental Health Nursing [Kerry],MT927,347,Munster Technological University,FALSE,2026,347,8,Health
Food Business [Cork],MT929,339,Munster Technological University,FALSE,2026,339,8,Business and administration
Home Economics and Business (First three years in MTU; Final two years i,MT930,456,Munster Technological University,FALSE,2026,456,8,Education
Popular Music - Electric Guitar (entrance assessment) [Cork School of Mu,MT931,379,Munster Technological University,FALSE,2026,379,8,Arts
Popular Music - Electric Bass (entrance assessment) [Cork School of Musi,MT932,452,Munster Technological University,FALSE,2026,452,8,Arts
Popular Music - Keyboards (entrance assessment) [Cork School of Music],MT933,407,Munster Technological University,FALSE,2026,407,8,Arts
Popular Music - Drums (entrance assessment) [Cork School of Music],MT934,402,Munster Technological University,FALSE,2026,402,8,Arts
Popular Music - Voice (entrance assessment) [Cork School of Music],MT935,448,Munster Technological University,FALSE,2026,448,8,Arts
Music (entrance assessment) [Cork School of Music],MT936,372,Munster Technological University,FALSE,2026,372,8,Arts
Musical Theatre (entrance assessment) [Cork School of Music],MT938,417,Munster Technological University,FALSE,2026,417,8,Arts
Theatre and Drama Studies (entrance assessment) [Cork School of Music],MT939,402,Munster Technological University,FALSE,2026,402,8,Arts
Event Management (3 Year Programme) [Kerry],MT940,289,Munster Technological University,FALSE,2026,289,8,Personal services
Business (Common Entry) [Kerry],MT941,301,Munster Technological University,FALSE,2026,301,8,Business and administration
Accounting [Cork],MT942,307,Munster Technological University,FALSE,2026,307,8,Business and administration
Marketing [Cork],MT943,319,Munster Technological University,FALSE,2026,319,8,Business and administration
Business Information Systems [Cork],MT944,359,Munster Technological University,FALSE,2026,359,8,Business and administration
International Business with Language [Cork],MT945,347,Munster Technological University,FALSE,2026,347,8,Business and administration
Global Business and Pilot Studies [Cork],MT946,346,Munster Technological University,FALSE,2026,346,8,Business and administration
Tourism Management [Cork],MT947,260,Munster Technological University,FALSE,2026,260,8,Personal services
Hospitality Management [Cork],MT948,302,Munster Technological University,FALSE,2026,302,8,Personal services
Culinary Leadership and Management [Cork],MT949,306,Munster Technological University,FALSE,2026,306,8,Business and administration
Business Technology and Communications [Cork],MT951,300,Munster Technological University,FALSE,2026,300,8,Business and administration
Montessori Education [Cork],MT970,347,Munster Technological University,FALSE,2026,347,8,Education
Early Childhood Education and Care [Kerry],MT971,307,Munster Technological University,FALSE,2026,307,8,Welfare
Early Childhood Education and Care [Cork],MT972,348,Munster Technological University,FALSE,2026,348,8,Welfare
Social Care [Kerry],MT974,308,Munster Technological University,FALSE,2026,308,8,Welfare
Sustainability,CK010,404,University College Cork (NUI),FALSE,2026,404,8,Environment
Arts - 3 years,CK101,300,University College Cork (NUI),FALSE,2026,300,8,Arts
Social Science - 3 years or 4 years (International Pathway),CK102,429,University College Cork (NUI),FALSE,2026,429,8,Social and behavioural sciences
Arts - Music - 3 years or 4 years  (BMus or Chinese/European/Internation,CK104,367,University College Cork (NUI),FALSE,2026,367,8,Arts
Film and Screen Media - 3 years or 4 years (International Pathway),CK105,382,University College Cork (NUI),FALSE,2026,382,8,Arts
Arts International - 4 years,CK108,390,University College Cork (NUI),FALSE,2026,390,8,Languages
English - 3 years or 4 years (International Pathway),CK109,353,University College Cork (NUI),FALSE,2026,353,8,Languages
World Languages,CK110,404,University College Cork (NUI),FALSE,2026,404,8,Languages
Early Years and Childhood Studies,CK111,387,University College Cork (NUI),FALSE,2026,387,8,Welfare
Theatre and Performative Practices - 3 years or 4 years (International P,CK112,363,University College Cork (NUI),FALSE,2026,363,8,Arts
Criminology - 3 years or 4 years (International Pathway),CK113,418,University College Cork (NUI),FALSE,2026,418,8,Social and behavioural sciences
Social Science (Youth and Community Work) [Interview],CK114,300,University College Cork (NUI),FALSE,2026,300,8,Welfare
Social Work - Mature Applicants only,CK115,,University College Cork (NUI),FALSE,2026,,8,Welfare
Digital Humanities and Information Technology - 3 years or 4 years (Work,CK118,328,University College Cork (NUI),FALSE,2026,328,8,Arts
Applied Psychology,CK120,543,University College Cork (NUI),FALSE,2026,543,8,Social and behavioural sciences
Psychology and Computing - 3 years or 4 years (Work Experience Pathway),CK121,474,University College Cork (NUI),FALSE,2026,474,8,Social and behavioural sciences
Government and Political Science,CK122,426,University College Cork (NUI),FALSE,2026,426,8,Social and behavioural sciences
